id_employee,age,genre,statut_marital,departement,poste,nombre_experiences_precedentes,annee_experience_totale,annees_dans_l_entreprise,annees_dans_le_poste_actuel,satisfaction_employee_environnement,note_evaluation_precedente,satisfaction_employee_nature_travail,satisfaction_employee_equipe,satisfaction_employee_equilibre_pro_perso,note_evaluation_actuelle,heure_supplementaires,augementation_salaire_precedente,a_quitte_l_entreprise,nombre_participation_pee,nb_formations_suivies,distance_domicile_travail,niveau_education,domaine_etude,frequence_deplacement,annees_depuis_la_derniere_promotion,annes_sous_responsable_actuel
453,40,M,Marié(e),Commercial,Cadre Commercial,2,6,4,3,2,1,4,3,2,4,Oui,22.0,0,3,2,1,2,Transformation Digitale,Occasionnel,0,2
454,29,M,Marié(e),Consulting,Consultant,1,7,7,7,2,1,1,4,2,3,Oui,11.0,1,0,4,8,4,Autre,Occasionnel,0,7
455,29,M,Célibataire,Consulting,Consultant,0,4,3,2,2,2,4,3,3,3,Non,17.0,0,0,2,9,5,Autre,Occasionnel,2,2
456,30,F,Divorcé(e),Commercial,Cadre Commercial,1,10,10,9,4,2,3,3,3,3,Non,13.0,0,3,2,5,3,Marketing,Occasionnel,1,2
458,27,F,Marié(e),Commercial,Cadre Commercial,1,8,8,7,2,3,2,1,3,3,Non,18.0,0,1,3,8,4,Marketing,Occasionnel,0,7
460,37,M,Divorcé(e),Consulting,Tech Lead,7,8,6,2,4,3,4,3,2,3,Non,16.0,0,2,2,5,2,Transformation Digitale,Occasionnel,0,4
461,38,M,Divorcé(e),Consulting,Directeur Technique,0,12,11,10,3,2,4,2,3,3,Oui,14.0,0,1,3,15,2,Infra & Cloud,Occasionnel,2,9
462,31,F,Célibataire,Consulting,Tech Lead,1,11,11,9,3,3,4,3,2,3,Oui,14.0,0,0,2,7,4,Transformation Digitale,Occasionnel,4,10
463,29,F,Divorcé(e),Commercial,Cadre Commercial,1,7,7,7,4,2,2,1,3,3,Oui,14.0,0,2,2,10,1,Marketing,Occasionnel,1,7
464,35,M,Célibataire,Consulting,Tech Lead,0,17,16,6,3,3,2,4,3,3,Non,13.0,0,0,5,5,4,Entrepreunariat,Occasionnel,0,13
465,23,M,Divorcé(e),Consulting,Assistant de Direction,1,4,4,2,3,3,4,3,2,3,Non,12.0,0,2,2,26,1,Infra & Cloud,Occasionnel,0,2
466,41,M,Célibataire,Consulting,Tech Lead,6,8,5,4,4,2,2,4,3,3,Oui,15.0,0,0,3,6,3,Transformation Digitale,Occasionnel,1,2
467,47,M,Célibataire,Commercial,Représentant Commercial,3,5,0,0,2,3,3,1,3,3,Non,19.0,0,0,3,4,1,Transformation Digitale,Frequent,0,0
468,42,F,Célibataire,Consulting,Directeur Technique,2,16,1,0,1,3,4,2,3,3,Non,14.0,0,0,2,23,5,Infra & Cloud,Occasionnel,0,0
469,29,M,Marié(e),Commercial,Cadre Commercial,1,4,4,3,4,3,3,1,2,3,Non,14.0,0,1,3,2,3,Infra & Cloud,Aucun,0,2
470,42,M,Divorcé(e),Ressources Humaines,Ressources Humaines,0,4,3,2,3,3,3,3,3,3,Oui,11.0,0,1,5,2,1,Entrepreunariat,Occasionnel,1,0
471,32,F,Marié(e),Consulting,Consultant,1,8,8,0,3,3,2,3,3,3,Non,13.0,0,1,4,2,3,Transformation Digitale,Occasionnel,0,7
473,48,F,Marié(e),Commercial,Senior Manager,3,15,0,0,1,3,3,2,1,4,Non,21.0,0,1,3,29,1,Transformation Digitale,Occasionnel,0,0
474,37,M,Divorcé(e),Consulting,Assistant de Direction,4,13,7,7,3,4,1,1,3,3,Oui,13.0,0,2,2,6,3,Transformation Digitale,Occasionnel,6,7
475,30,F,Marié(e),Commercial,Cadre Commercial,7,4,2,2,4,3,3,2,4,3,Oui,12.0,0,1,2,25,2,Entrepreunariat,Aucun,2,2
476,26,M,Marié(e),Commercial,Cadre Commercial,1,8,8,7,3,3,3,2,3,3,Non,17.0,0,1,3,1,3,Infra & Cloud,Occasionnel,7,7
477,42,M,Célibataire,Consulting,Manager,3,14,1,0,1,2,4,2,3,4,Non,23.0,0,0,6,2,4,Autre,Occasionnel,0,0
478,21,F,Célibataire,Commercial,Représentant Commercial,1,3,3,2,1,2,2,3,3,3,Oui,11.0,1,0,3,1,1,Entrepreunariat,Frequent,1,2
479,36,F,Célibataire,Commercial,Cadre Commercial,4,7,1,0,4,3,4,2,3,3,Non,15.0,0,0,6,1,5,Transformation Digitale,Aucun,0,0
481,36,M,Marié(e),Commercial,Cadre Commercial,4,16,13,9,1,2,4,1,3,3,Non,11.0,0,1,2,3,4,Transformation Digitale,Frequent,1,12
482,57,M,Marié(e),Consulting,Manager,2,15,3,2,4,3,3,3,3,3,Non,11.0,0,0,2,1,4,Transformation Digitale,Occasionnel,1,2
483,40,F,Marié(e),Consulting,Consultant,3,10,7,7,4,4,3,3,3,3,Oui,13.0,0,1,3,10,4,Infra & Cloud,Occasionnel,1,7
484,21,M,Célibataire,Commercial,Représentant Commercial,1,3,3,2,1,3,4,3,2,4,Non,24.0,0,0,3,9,2,Transformation Digitale,Aucun,2,2
485,33,F,Célibataire,Commercial,Représentant Commercial,1,1,1,0,4,3,3,2,3,3,Oui,13.0,1,0,2,5,3,Marketing,Occasionnel,0,0
486,37,F,Marié(e),Consulting,Consultant,6,17,5,4,3,3,1,2,3,4,Non,20.0,0,1,3,10,3,Transformation Digitale,Occasionnel,0,3
487,46,F,Marié(e),Consulting,Tech Lead,2,7,1,0,3,3,3,3,4,3,Non,14.0,0,0,2,7,4,Transformation Digitale,Aucun,0,0
488,41,M,Célibataire,Commercial,Cadre Commercial,1,8,8,7,1,3,2,3,3,3,Non,18.0,1,0,5,4,3,Marketing,Frequent,7,7
491,50,M,Célibataire,Consulting,Manager,6,20,4,3,4,2,4,4,3,3,Non,15.0,0,0,2,10,3,Entrepreunariat,Occasionnel,1,3
492,40,M,Marié(e),Commercial,Cadre Commercial,2,8,6,4,3,2,3,1,3,3,Oui,12.0,1,2,6,22,2,Marketing,Occasionnel,1,0
493,31,M,Célibataire,Consulting,Assistant de Direction,0,3,2,2,3,2,2,4,3,3,Oui,16.0,0,0,5,9,4,Infra & Cloud,Occasionnel,2,2
494,21,F,Célibataire,Commercial,Représentant Commercial,1,1,1,0,3,4,2,4,3,3,Non,15.0,1,0,0,12,3,Infra & Cloud,Occasionnel,0,0
495,29,M,Célibataire,Consulting,Assistant de Direction,9,6,3,2,4,3,4,4,3,3,Non,16.0,0,0,4,23,3,Infra & Cloud,Occasionnel,1,2
496,35,M,Célibataire,Consulting,Manager,9,10,1,1,3,2,2,3,3,3,Non,19.0,0,0,5,9,4,Infra & Cloud,Occasionnel,0,0
497,27,M,Divorcé(e),Consulting,Consultant,1,5,5,2,4,3,2,2,3,3,Non,11.0,0,1,2,1,2,Transformation Digitale,Occasionnel,0,4
498,28,M,Célibataire,Commercial,Cadre Commercial,1,7,7,5,2,3,4,4,3,3,Non,16.0,0,0,1,9,4,Infra & Cloud,Occasionnel,0,7
499,49,M,Célibataire,Consulting,Manager,8,26,5,2,2,2,3,3,3,4,Non,24.0,0,0,2,7,3,Autre,Occasionnel,0,0
500,51,F,Marié(e),Commercial,Cadre Commercial,4,18,7,7,3,3,4,3,2,3,Non,11.0,0,1,2,14,2,Infra & Cloud,Occasionnel,0,7
501,36,F,Marié(e),Consulting,Assistant de Direction,4,6,2,2,4,3,3,2,3,3,Non,13.0,0,1,3,2,3,Infra & Cloud,Occasionnel,2,2
502,34,M,Célibataire,Commercial,Cadre Commercial,8,9,5,2,1,4,4,2,2,3,Oui,13.0,1,0,3,19,3,Marketing,Aucun,0,4
505,55,F,Célibataire,Consulting,Senior Manager,2,30,5,4,3,3,4,3,3,3,Oui,13.0,0,0,2,2,3,Infra & Cloud,Occasionnel,1,2
507,24,F,Divorcé(e),Commercial,Cadre Commercial,1,5,5,2,4,3,3,4,4,3,Oui,12.0,0,1,2,10,4,Marketing,Occasionnel,0,3
508,30,M,Marié(e),Commercial,Représentant Commercial,1,1,1,0,3,3,2,1,3,3,Non,18.0,0,1,3,2,1,Entrepreunariat,Occasionnel,0,0
510,26,M,Célibataire,Consulting,Assistant de Direction,0,7,6,4,3,3,1,3,3,4,Non,22.0,1,0,2,3,1,Entrepreunariat,Frequent,0,4
511,22,F,Marié(e),Consulting,Assistant de Direction,1,2,2,1,1,3,2,4,3,3,Non,13.0,0,1,1,11,3,Transformation Digitale,Occasionnel,1,2
513,36,M,Marié(e),Commercial,Cadre Commercial,1,10,10,9,2,2,3,2,3,3,Non,13.0,0,2,2,2,2,Transformation Digitale,Occasionnel,9,0
514,30,M,Célibataire,Consulting,Assistant de Direction,9,3,1,0,3,3,4,3,3,4,Oui,23.0,1,0,4,4,3,Entrepreunariat,Frequent,0,0
515,37,F,Divorcé(e),Consulting,Consultant,1,18,18,7,4,3,1,3,2,3,Non,12.0,0,1,2,14,3,Infra & Cloud,Occasionnel,12,17
516,40,F,Divorcé(e),Commercial,Cadre Commercial,7,8,5,4,4,3,2,3,3,3,Non,12.0,0,2,5,2,2,Marketing,Occasionnel,1,3
517,42,F,Divorcé(e),Consulting,Consultant,3,8,5,2,2,3,1,2,3,3,Non,16.0,0,1,5,1,4,Infra & Cloud,Occasionnel,1,2
518,37,M,Célibataire,Consulting,Tech Lead,2,18,1,0,3,3,2,4,2,3,Oui,12.0,0,0,2,10,4,Infra & Cloud,Occasionnel,0,1
520,43,M,Divorcé(e),Consulting,Directeur Technique,1,25,25,10,1,2,2,3,3,3,Non,11.0,0,1,3,12,3,Infra & Cloud,Occasionnel,3,9
521,40,F,Marié(e),Consulting,Consultant,6,20,1,0,2,2,3,2,3,4,Non,22.0,0,1,3,2,3,Transformation Digitale,Occasionnel,0,0
522,54,M,Marié(e),Consulting,Directeur Technique,4,24,4,2,1,3,1,3,2,3,Non,11.0,0,1,4,5,2,Transformation Digitale,Occasionnel,1,2
523,34,F,Marié(e),Commercial,Cadre Commercial,9,6,3,2,3,3,3,1,3,3,Non,15.0,0,1,3,4,4,Marketing,Aucun,1,2
524,31,F,Marié(e),Consulting,Tech Lead,1,13,13,10,2,3,1,2,1,3,Non,12.0,0,1,5,7,2,Transformation Digitale,Occasionnel,3,12
525,43,M,Marié(e),Consulting,Consultant,7,8,3,2,4,3,4,1,3,4,Non,20.0,0,1,1,21,3,Transformation Digitale,Frequent,1,2
526,43,F,Divorcé(e),Consulting,Manager,4,8,5,2,3,3,3,4,3,3,Oui,14.0,0,0,3,8,4,Autre,Occasionnel,0,2
527,25,F,Célibataire,Commercial,Cadre Commercial,1,5,5,4,2,2,4,2,3,3,Oui,11.0,0,0,3,4,2,Infra & Cloud,Occasionnel,1,3
529,37,F,Marié(e),Consulting,Assistant de Direction,3,15,13,11,2,3,3,1,3,3,Oui,15.0,0,2,2,25,5,Transformation Digitale,Aucun,10,7
530,31,M,Marié(e),Consulting,Consultant,1,4,4,2,4,2,1,3,3,3,Non,12.0,0,1,3,1,2,Infra & Cloud,Occasionnel,3,2
531,39,M,Divorcé(e),Consulting,Senior Manager,1,21,21,8,2,3,3,3,3,3,Oui,14.0,0,1,3,1,1,Infra & Cloud,Frequent,1,6
532,56,F,Marié(e),Commercial,Cadre Commercial,9,36,7,7,3,4,1,4,2,3,Non,11.0,0,3,0,6,3,Infra & Cloud,Frequent,7,7
533,30,F,Célibataire,Commercial,Cadre Commercial,0,6,5,4,2,3,3,2,3,3,Non,11.0,0,0,6,12,3,Entrepreunariat,Occasionnel,4,4
534,41,M,Marié(e),Commercial,Cadre Commercial,1,10,10,7,2,4,1,3,3,3,Non,16.0,0,1,2,1,3,Marketing,Occasionnel,0,7
536,28,M,Divorcé(e),Consulting,Consultant,1,10,10,0,3,3,1,4,3,3,Non,12.0,0,1,2,17,2,Transformation Digitale,Occasionnel,1,8
538,25,M,Marié(e),Consulting,Consultant,5,6,2,2,1,3,1,3,3,3,Non,13.0,1,1,5,3,3,Transformation Digitale,Occasionnel,0,2
543,52,M,Marié(e),Consulting,Tech Lead,2,28,5,4,4,2,3,3,3,3,Oui,14.0,0,0,4,3,3,Transformation Digitale,Occasionnel,0,4
544,45,M,Marié(e),Consulting,Assistant de Direction,3,8,2,2,1,3,4,4,2,4,Non,21.0,0,2,3,10,2,Infra & Cloud,Occasionnel,0,2
546,52,F,Marié(e),Consulting,Senior Manager,2,31,5,2,4,3,4,4,1,3,Non,13.0,0,0,2,4,2,Infra & Cloud,Occasionnel,1,4
547,42,F,Divorcé(e),Consulting,Assistant de Direction,2,19,5,4,1,3,3,2,3,3,Non,11.0,0,1,3,29,2,Infra & Cloud,Frequent,0,2
548,30,F,Célibataire,Consulting,Tech Lead,2,11,5,4,3,1,4,3,3,4,Non,20.0,0,0,2,2,3,Infra & Cloud,Occasionnel,0,2
549,60,F,Marié(e),Consulting,Senior Manager,5,33,29,8,1,3,1,4,1,3,Non,11.0,0,0,5,7,3,Infra & Cloud,Occasionnel,11,10
550,46,F,Divorcé(e),Consulting,Tech Lead,2,19,10,7,3,3,3,3,2,3,Non,14.0,0,1,5,18,3,Transformation Digitale,Occasionnel,0,8
551,42,F,Marié(e),Consulting,Manager,0,7,6,5,4,2,4,4,4,3,Non,11.0,0,3,4,28,4,Entrepreunariat,Frequent,0,4
554,24,F,Célibataire,Commercial,Représentant Commercial,1,6,5,3,1,3,2,2,3,3,Oui,16.0,1,0,4,1,1,Entrepreunariat,Occasionnel,1,4
555,34,F,Divorcé(e),Commercial,Représentant Commercial,0,3,2,2,4,1,3,4,2,3,Non,16.0,1,1,3,6,2,Marketing,Frequent,1,0
556,38,M,Marié(e),Consulting,Consultant,1,1,1,0,4,3,4,3,3,4,Oui,23.0,0,1,3,2,2,Infra & Cloud,Frequent,0,0
558,40,F,Marié(e),Commercial,Senior Manager,0,21,20,15,3,3,3,4,3,3,Non,14.0,0,0,2,2,4,Infra & Cloud,Occasionnel,1,12
560,26,F,Divorcé(e),Consulting,Assistant de Direction,1,3,3,2,1,3,4,2,1,4,Non,22.0,0,2,3,23,3,Infra & Cloud,Occasionnel,0,2
562,30,M,Marié(e),Consulting,Consultant,4,9,5,3,3,3,4,3,1,3,Non,15.0,0,1,3,3,3,Infra & Cloud,Aucun,1,4
564,29,M,Marié(e),Consulting,Directeur Technique,1,10,10,2,2,2,3,3,3,3,Non,18.0,0,0,2,3,4,Transformation Digitale,Occasionnel,0,7
565,29,F,Marié(e),Consulting,Assistant de Direction,5,6,2,2,3,2,2,2,4,3,Non,16.0,1,0,2,25,5,Entrepreunariat,Occasionnel,1,1
566,19,M,Célibataire,Ressources Humaines,Ressources Humaines,1,1,1,0,1,2,4,3,4,3,Non,12.0,1,0,3,2,2,Entrepreunariat,Occasionnel,0,0
567,30,F,Marié(e),Commercial,Cadre Commercial,0,10,9,8,3,3,1,3,3,3,Non,11.0,0,0,3,22,4,Autre,Aucun,7,8
568,57,M,Divorcé(e),Commercial,Senior Manager,3,32,1,0,1,2,4,3,2,3,Non,12.0,0,1,3,29,3,Marketing,Occasionnel,0,0
569,50,M,Marié(e),Consulting,Senior Manager,0,28,27,10,2,2,3,2,3,3,Non,15.0,0,1,2,29,4,Infra & Cloud,Occasionnel,15,7
571,30,F,Célibataire,Consulting,Consultant,0,12,11,7,3,3,4,3,2,3,Non,14.0,0,0,2,2,3,Transformation Digitale,Aucun,6,7
573,60,F,Marié(e),Commercial,Cadre Commercial,4,22,18,13,3,2,1,4,4,3,Non,19.0,0,0,5,28,3,Marketing,Frequent,13,11
574,47,F,Divorcé(e),Consulting,Tech Lead,5,20,5,0,1,3,4,3,3,3,Non,13.0,0,3,2,2,2,Transformation Digitale,Occasionnel,0,4
575,46,M,Marié(e),Consulting,Directeur Technique,6,26,3,2,1,3,3,3,1,3,Non,13.0,0,0,2,2,3,Infra & Cloud,Occasionnel,0,1
577,35,M,Célibataire,Consulting,Consultant,0,6,5,4,4,1,3,3,3,3,Non,15.0,0,0,2,22,3,Infra & Cloud,Occasionnel,4,3
578,54,F,Célibataire,Consulting,Consultant,7,19,1,0,3,3,3,3,3,3,Non,11.0,0,0,3,8,4,Infra & Cloud,Occasionnel,0,0
579,34,M,Divorcé(e),Consulting,Assistant de Direction,3,14,7,3,4,2,3,3,3,3,Non,12.0,0,1,3,2,4,Infra & Cloud,Occasionnel,5,7
580,46,F,Marié(e),Commercial,Cadre Commercial,2,15,3,2,3,2,4,3,3,3,Oui,19.0,0,1,3,10,3,Marketing,Occasionnel,1,2
581,31,M,Divorcé(e),Consulting,Tech Lead,1,13,13,8,3,3,2,4,4,4,Non,25.0,0,1,6,9,1,Infra & Cloud,Occasionnel,0,8
582,33,M,Marié(e),Consulting,Senior Manager,7,15,7,6,2,3,3,4,4,3,Oui,12.0,1,0,2,15,1,Transformation Digitale,Occasionnel,7,7
584,33,M,Divorcé(e),Consulting,Consultant,7,8,4,3,1,1,4,1,3,3,Non,13.0,1,3,2,10,1,Transformation Digitale,Occasionnel,1,3
585,30,M,Célibataire,Commercial,Représentant Commercial,0,4,3,2,4,3,2,1,3,3,Non,14.0,0,0,3,7,1,Marketing,Occasionnel,1,2
586,35,M,Marié(e),Consulting,Manager,4,10,8,7,4,3,3,3,3,3,Oui,12.0,0,0,2,16,3,Infra & Cloud,Occasionnel,0,0
587,31,M,Marié(e),Consulting,Manager,3,12,1,0,1,3,3,1,3,3,Non,12.0,1,0,2,20,3,Infra & Cloud,Frequent,0,0
590,34,F,Divorcé(e),Ressources Humaines,Ressources Humaines,9,11,3,2,2,3,1,3,3,3,Oui,15.0,1,3,2,23,3,Ressources Humaines,Frequent,0,2
591,42,M,Marié(e),Consulting,Consultant,4,8,2,2,2,3,3,4,3,3,Non,17.0,0,1,4,5,2,Autre,Frequent,2,0
592,36,M,Célibataire,Commercial,Cadre Commercial,1,10,10,3,2,3,4,4,2,3,Non,14.0,0,0,3,10,4,Transformation Digitale,Aucun,9,7
593,22,M,Célibataire,Consulting,Consultant,5,4,2,2,3,2,3,3,3,3,Non,16.0,1,0,3,4,1,Entrepreunariat,Frequent,1,2
595,48,F,Marié(e),Commercial,Cadre Commercial,2,14,9,7,2,3,4,1,3,3,Non,14.0,0,1,2,2,5,Marketing,Occasionnel,6,7
597,55,F,Célibataire,Commercial,Senior Manager,3,37,10,9,1,3,2,4,3,4,Non,23.0,0,0,2,18,5,Infra & Cloud,Occasionnel,7,7
599,41,M,Célibataire,Commercial,Cadre Commercial,7,16,14,3,4,3,4,4,3,3,Non,14.0,0,0,3,10,2,Infra & Cloud,Aucun,1,10
600,35,M,Marié(e),Commercial,Cadre Commercial,9,15,11,9,2,3,3,3,3,3,Non,11.0,0,0,2,1,3,Marketing,Occasionnel,6,9
601,40,F,Célibataire,Consulting,Tech Lead,7,22,20,6,2,3,3,3,3,3,Non,15.0,0,0,3,6,3,Infra & Cloud,Occasionnel,5,13
602,39,F,Marié(e),Consulting,Consultant,1,8,8,3,3,3,3,1,3,3,Non,11.0,0,1,3,8,1,Infra & Cloud,Frequent,0,7
604,31,M,Célibataire,Commercial,Cadre Commercial,4,10,6,5,2,3,4,3,4,3,Oui,13.0,0,0,2,2,1,Infra & Cloud,Occasionnel,0,5
605,42,M,Marié(e),Consulting,Tech Lead,1,10,10,9,4,3,1,4,2,4,Oui,21.0,0,1,5,24,3,Transformation Digitale,Occasionnel,5,8
606,45,M,Marié(e),Commercial,Cadre Commercial,0,9,8,7,4,3,2,2,4,3,Non,19.0,0,1,3,2,3,Autre,Occasionnel,3,7
608,26,F,Divorcé(e),Ressources Humaines,Ressources Humaines,0,8,7,7,2,3,3,2,2,3,Oui,11.0,1,1,2,17,4,Infra & Cloud,Frequent,1,0
611,29,M,Divorcé(e),Consulting,Tech Lead,4,8,3,2,4,3,4,2,4,3,Non,12.0,0,2,2,19,3,Entrepreunariat,Occasionnel,1,2
612,33,F,Divorcé(e),Consulting,Directeur Technique,4,10,6,1,1,4,3,3,3,3,Non,19.0,0,1,2,1,5,Transformation Digitale,Occasionnel,0,5
613,31,M,Divorcé(e),Commercial,Senior Manager,9,10,5,4,3,2,4,3,2,4,Non,21.0,0,1,3,7,3,Infra & Cloud,Occasionnel,0,1
614,18,M,Célibataire,Commercial,Représentant Commercial,1,0,0,0,2,3,2,4,3,3,Oui,14.0,1,0,3,5,3,Marketing,Frequent,0,0
615,40,M,Divorcé(e),Commercial,Cadre Commercial,3,20,1,0,3,1,1,3,3,3,Non,15.0,0,1,2,28,3,Autre,Aucun,0,1
616,41,F,Célibataire,Consulting,Manager,2,10,8,7,1,2,3,1,3,3,Oui,17.0,0,0,3,2,4,Autre,Aucun,0,7
618,26,M,Divorcé(e),Commercial,Cadre Commercial,5,8,0,0,1,3,3,1,3,3,Non,12.0,0,2,5,29,2,Transformation Digitale,Occasionnel,0,0
620,35,F,Célibataire,Commercial,Cadre Commercial,1,5,5,4,1,3,3,4,3,3,Non,16.0,0,0,3,1,3,Transformation Digitale,Occasionnel,0,3
621,34,M,Célibataire,Commercial,Cadre Commercial,1,10,10,7,4,4,4,4,3,3,Non,12.0,0,0,3,21,4,Infra & Cloud,Occasionnel,5,7
622,26,M,Célibataire,Consulting,Consultant,1,1,1,0,3,1,4,2,1,3,Oui,18.0,1,0,3,24,3,Entrepreunariat,Occasionnel,0,0
623,37,F,Célibataire,Consulting,Tech Lead,4,12,6,5,2,3,4,4,4,3,Non,17.0,0,0,3,1,3,Entrepreunariat,Occasionnel,1,2
624,46,F,Marié(e),Consulting,Manager,5,28,2,2,1,3,3,4,2,3,Non,11.0,0,0,3,18,1,Transformation Digitale,Frequent,1,2
625,41,F,Marié(e),Commercial,Senior Manager,7,22,18,16,2,3,1,2,3,3,Non,16.0,0,1,2,2,5,Infra & Cloud,Occasionnel,11,8
626,37,M,Divorcé(e),Commercial,Cadre Commercial,1,9,9,5,1,3,2,4,3,3,Non,13.0,0,1,6,9,4,Transformation Digitale,Aucun,7,7
630,52,M,Divorcé(e),Consulting,Assistant de Direction,3,18,10,9,4,3,1,2,3,3,Oui,12.0,0,2,3,6,2,Entrepreunariat,Occasionnel,6,9
631,32,M,Marié(e),Commercial,Cadre Commercial,8,6,4,2,4,4,3,4,3,3,Non,12.0,1,0,2,11,4,Autre,Aucun,1,2
632,24,M,Marié(e),Commercial,Représentant Commercial,0,3,2,2,4,3,4,3,3,3,Non,13.0,0,2,3,24,3,Transformation Digitale,Frequent,2,1
634,38,F,Marié(e),Consulting,Manager,3,18,1,0,3,3,3,3,3,3,Non,19.0,0,1,4,10,3,Transformation Digitale,Occasionnel,0,0
635,37,F,Marié(e),Consulting,Tech Lead,6,8,6,5,2,3,2,2,2,3,Non,12.0,0,1,2,1,4,Infra & Cloud,Occasionnel,4,3
638,49,M,Divorcé(e),Consulting,Directeur Technique,1,31,31,9,4,2,3,3,3,3,Oui,17.0,0,1,5,18,4,Infra & Cloud,Occasionnel,0,9
639,24,M,Marié(e),Consulting,Assistant de Direction,1,6,6,5,2,4,4,2,3,3,Oui,11.0,0,2,3,23,3,Transformation Digitale,Occasionnel,1,4
641,26,M,Marié(e),Commercial,Cadre Commercial,1,6,5,3,1,3,2,4,4,4,Non,20.0,0,2,5,28,2,Marketing,Occasionnel,1,4
643,24,M,Marié(e),Consulting,Consultant,1,1,1,0,4,2,2,4,3,4,Non,21.0,0,1,2,17,2,Autre,Occasionnel,0,0
644,50,M,Marié(e),Ressources Humaines,Senior Manager,1,32,32,5,1,3,2,3,3,3,Non,11.0,0,1,2,3,3,Transformation Digitale,Frequent,10,7
645,25,M,Marié(e),Commercial,Représentant Commercial,1,7,7,4,2,3,3,3,3,3,Non,11.0,0,0,1,13,1,Transformation Digitale,Occasionnel,0,6
647,24,F,Marié(e),Consulting,Consultant,1,6,6,3,1,3,3,4,3,3,Oui,16.0,1,1,4,7,3,Infra & Cloud,Frequent,1,2
648,30,M,Marié(e),Commercial,Représentant Commercial,1,1,1,0,2,2,1,3,4,3,Non,18.0,1,1,2,12,4,Infra & Cloud,Frequent,0,0
649,34,M,Marié(e),Consulting,Assistant de Direction,1,6,6,5,2,2,4,4,3,3,Oui,13.0,0,1,3,1,2,Infra & Cloud,Occasionnel,1,3
650,31,M,Divorcé(e),Commercial,Cadre Commercial,2,9,3,1,2,3,1,3,1,3,Non,17.0,1,0,2,13,4,Transformation Digitale,Occasionnel,1,2
652,35,M,Célibataire,Consulting,Consultant,4,9,3,2,1,2,4,4,3,3,Non,14.0,0,0,3,25,2,Autre,Occasionnel,0,2
653,31,M,Divorcé(e),Commercial,Cadre Commercial,4,13,7,7,1,4,4,4,4,4,Non,22.0,0,2,4,6,4,Transformation Digitale,Occasionnel,5,7
655,27,F,Divorcé(e),Consulting,Assistant de Direction,0,6,5,3,1,2,3,3,2,3,Non,12.0,0,2,5,6,4,Transformation Digitale,Occasionnel,0,3
656,37,M,Marié(e),Commercial,Cadre Commercial,4,17,3,0,4,3,3,3,2,3,Oui,11.0,0,1,3,2,3,Marketing,Occasionnel,1,0
657,20,F,Célibataire,Consulting,Assistant de Direction,1,1,1,0,4,2,2,4,4,3,Non,13.0,0,0,0,1,3,Infra & Cloud,Occasionnel,0,0
659,42,F,Marié(e),Consulting,Manager,1,10,10,2,3,3,4,2,3,3,Non,13.0,0,2,4,2,4,Infra & Cloud,Occasionnel,2,2
661,43,M,Divorcé(e),Consulting,Directeur Technique,4,21,1,0,2,2,4,3,2,3,Oui,14.0,0,1,3,6,4,Autre,Occasionnel,0,0
662,38,F,Célibataire,Consulting,Assistant de Direction,3,8,0,0,3,3,1,4,2,3,Non,17.0,0,0,3,1,1,Infra & Cloud,Occasionnel,0,0
663,43,M,Divorcé(e),Consulting,Consultant,3,10,8,7,4,3,3,2,3,3,Oui,13.0,0,1,3,9,5,Transformation Digitale,Frequent,4,7
664,48,F,Marié(e),Consulting,Senior Manager,7,21,3,2,4,2,1,1,1,3,Non,11.0,0,1,3,1,4,Infra & Cloud,Occasionnel,0,2
665,44,F,Célibataire,Ressources Humaines,Ressources Humaines,4,10,2,2,1,2,3,2,4,3,Non,11.0,0,0,1,1,4,Infra & Cloud,Occasionnel,0,2
666,34,F,Divorcé(e),Commercial,Représentant Commercial,1,8,8,2,3,3,3,4,3,3,Oui,18.0,0,2,3,14,3,Entrepreunariat,Occasionnel,0,6
667,27,M,Divorcé(e),Commercial,Représentant Commercial,0,5,4,3,3,3,1,2,3,3,Non,11.0,1,1,3,2,1,Marketing,Occasionnel,0,2
669,21,M,Célibataire,Commercial,Représentant Commercial,1,3,3,2,3,3,3,3,3,3,Non,11.0,0,0,2,22,1,Entrepreunariat,Occasionnel,1,2
671,44,M,Marié(e),Consulting,Senior Manager,4,26,2,2,4,3,4,1,4,3,Oui,12.0,0,1,2,3,4,Autre,Occasionnel,0,1
675,22,M,Marié(e),Consulting,Assistant de Direction,0,3,2,2,1,3,3,4,3,4,Non,20.0,0,0,3,6,1,Transformation Digitale,Occasionnel,2,2
677,33,M,Divorcé(e),Commercial,Cadre Commercial,0,6,5,0,3,3,3,4,3,3,Non,12.0,0,0,3,8,4,Marketing,Occasionnel,1,2
679,32,F,Marié(e),Consulting,Assistant de Direction,1,6,6,4,1,3,4,4,2,3,Oui,12.0,0,1,2,9,4,Infra & Cloud,Occasionnel,0,5
680,30,F,Divorcé(e),Consulting,Assistant de Direction,1,1,1,0,3,3,3,3,3,4,Non,20.0,0,1,2,3,3,Transformation Digitale,Frequent,0,0
682,53,F,Célibataire,Commercial,Cadre Commercial,7,18,14,7,4,3,1,4,4,4,Non,20.0,0,0,2,1,1,Transformation Digitale,Occasionnel,8,10
683,34,M,Marié(e),Consulting,Assistant de Direction,1,10,10,9,2,3,4,4,2,3,Non,12.0,0,1,4,1,5,Infra & Cloud,Occasionnel,8,8
